ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2320103-20160916,2480593,323290,5,"ARTS & ARTISANS, LLC","Arts & Artisans, LLC",321 N MICHIGAN AVE 1,CHICAGO,IL,60601,42,,42-,,1010,Limited Business License,923 | 911 | 904,Retail Sales of Jewelry and Jewelry Repair | Retail Sales of Clothing / Accessories / Shoes | Retail Sales of General Merchandise,2320103,RENEW,,07/15/2016,08/23/2016,N,09/16/2016,09/15/2018,08/23/2016,08/24/2016,AAI,,,41.887294481,-87.624401537,"(41.88729448068244, -87.62440153673961)"
2492322-20170118,2492322,299629,2,CHICAGO CHILDREN'S THEATRE,CHICAGO CHILDREN'S THEATRE,100-106 S RACINE AVE 1-2,CHICAGO,IL,60607,27,17,27-17,12,1050,Public Place of Amusement,708 | 767 | 746,"Miscellaneous Commercial Services | Retail Sales of General Merchandise and Non-Perishable Food | Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2492322,ISSUE,09/22/2016,11/25/2016,11/25/2016,Y,01/18/2017,02/15/2019,01/18/2017,01/18/2017,AAI,,,41.880263454,-87.657244494,"(41.880263454464036, -87.65724449419724)"
2074141-20170116,2499981,358964,1,"Premier Staffing Source, Inc.","Premier Staffing Source, Inc.",10 S RIVERSIDE PLZ 18 1830,CHICAGO,IL,60606,42,,42-,,1010,Limited Business License,,,2074141,RENEW,,11/15/2016,01/05/2017,N,01/16/2017,01/15/2019,01/05/2017,01/06/2017,AAI,,,41.881664289,-87.638887444,"(41.881664289382925, -87.63888744408949)"
2501575-20170106,2501575,412092,1,356-366 ERIE LLC,356-366 ERIE LLC,1101 W MONROE ST  200,CHICAGO,IL,60607,25,16,25-16,12,4404,Regulated Business License,601,Acquisition and Improvement of Land/Residential Buildings,2501575,ISSUE,12/08/2016,01/06/2017,01/06/2017,N,01/06/2017,01/15/2019,01/06/2017,01/06/2017,AAI,,,41.880256239,-87.654778411,"(41.88025623921977, -87.6547784110811)"
2496909-20170106,2496909,283892,2,CHICAGO METROPOLITAN HOUSING DEVELOPMENT CORPORATION,CHICAGO METROPOLITAN HOUSING DEVELOPMENT CORPORATION,225 W WACKER DR 15TH 1550,CHICAGO,IL,60606,42,9,42-9,1,4404,Regulated Business License,601 | 754,Acquisition and Improvement of Land/Residential Buildings | Residential Construction,2496909,C_LOC,11/14/2016,01/04/2017,01/04/2017,N,01/06/2017,09/15/2018,01/04/2017,01/06/2017,AAI,,,41.886709222,-87.634710899,"(41.88670922202607, -87.6347108994595)"
1880062-20160916,2480639,325156,1,"SHC SERVICES, INC.",SUPPLEMENTAL HEALTHCARE,222 S RIVERSIDE PLZ 8 830,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1880062,RENEW,,07/15/2016,01/05/2017,N,09/16/2016,09/15/2018,01/05/2017,01/06/2017,AAI,,,41.878581561,-87.638578668,"(41.87858156072147, -87.6385786681057)"
2368782-20170216,2505259,378210,2,ISRAEL IDONIJE FOUNDATION,ISRAEL IDONIJE FOUNDATION,1420 S MICHIGAN AVE 1,CHICAGO,IL,60605,3,40,3-40,1,1010,Limited Business License,602,Administrative Commercial Office,2368782,RENEW,,12/15/2016,01/05/2017,N,02/16/2017,02/15/2019,01/05/2017,01/06/2017,AAI,,,41.863471839,-87.624212741,"(41.863471839098395, -87.62421274078905)"
2359996-20170116,2497867,8970,141,"COMPASS GROUP USA, INC.",R29 AT THE FRANKLIN,227 W MONROE ST 29,CHICAGO,IL,60606,42,49,42-49,1,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2359996,RENEW,,11/15/2016,12/02/2016,N,01/16/2017,04/15/2018,01/05/2017,01/06/2017,AAI,,,41.88053925,-87.634592464,"(41.88053924995021, -87.63459246351388)"
2231929-20170216,2505337,378548,1,TITAN REGULATION CORPORATION,TITAN REGULATION CORPORATION,401 S LA SALLE ST 7TH 702,CHICAGO,IL,60605,4,49,4-49,1,1010,Limited Business License,897,Financial Services,2231929,RENEW,,12/15/2016,01/05/2017,N,02/16/2017,02/15/2019,01/05/2017,01/06/2017,AAI,,,41.876813973,-87.631622662,"(41.87681397302159, -87.63162266168106)"
2446881-20160916,2480622,324864,2,"TRADESTATION SECURITIES, INC.","TRADESTATION SECURITIES, INC.",120 S RIVERSIDE PLZ 16TH 1650,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,708,Miscellaneous Commercial Services,2446881,RENEW,,07/15/2016,01/05/2017,N,09/16/2016,09/15/2018,01/05/2017,01/06/2017,AAI,,,41.879923306,-87.638802539,"(41.8799233059124, -87.63880253891776)"
2232220-20170216,2505356,378638,1,"MIDWEST AIR SHOW, INC.","MIDWEST AIR SHOW, INC.",67 E MADISON ST 2ND,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,619,Business and Management Consulting,2232220,RENEW,,12/15/2016,01/05/2017,N,02/16/2017,02/15/2019,01/05/2017,01/06/2017,AAI,,,41.881985036,-87.62544398,"(41.881985035591015, -87.62544397986383)"
2501806-20170106,2501806,412197,1,"BLIND BARBER CHICAGO, LLC",BLIND BARBER,948 W FULTON MARKET  1ST FLR,CHICAGO,IL,60607,27,57,27-57,12,1010,Limited Business License,894 | 904,Hair Services | Retail Sales of General Merchandise,2501806,ISSUE,12/14/2016,01/06/2017,01/06/2017,N,01/06/2017,01/15/2019,01/06/2017,01/06/2017,AAI,,,,,
2055354-20160916,2480692,326436,2,LSV ASSET MANAGEMENT,LSV ASSET MANAGEMENT,155 N WACKER DR 46TH 4600,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,2055354,RENEW,,07/15/2016,01/06/2017,N,09/16/2016,09/15/2018,01/06/2017,01/09/2017,AAI,,,41.884615617,-87.636682358,"(41.88461561705127, -87.63668235780031)"
2185323-20170116,2500105,375593,1,"SOPHIA BAWANI, INC.",7 ELEVEN #36033A,801 S STATE ST,CHICAGO,IL,60605,4,58,4-58,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2185323,RENEW,,11/15/2016,01/08/2017,N,01/16/2017,01/15/2019,01/08/2017,01/09/2017,AAI,,,41.871745465,-87.627377032,"(41.87174546458985, -87.62737703185378)"
2055163-20170116,2499853,356373,1,FIRST2830 LLC,MED KITCHEN,219 W WASHINGTON ST 1,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2055163,RENEW,,11/15/2016,01/06/2017,N,01/16/2017,01/15/2019,01/06/2017,01/09/2017,AAI,,,41.88309983,-87.634433841,"(41.88309982991982, -87.63443384120028)"
2016726-20170216,2504191,350214,1,"COOL SUSHI, CORP.",HOT WOKS COOL SUSHI,300 W ADAMS ST 1 & MEZZ,CHICAGO,IL,60606,42,12,42-12,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2016726,RENEW,,12/15/2016,01/08/2017,N,02/16/2017,02/15/2019,01/08/2017,01/09/2017,AAI,,,41.879477859,-87.635311026,"(41.87947785944255, -87.63531102568936)"
2476943-20170109,2476943,87212,4,"MAINSTAY MANAGEMENT, LLC",THE CHICAGO FIREHOUSE RESTAURANT,"1401 S MICHIGAN AVE BSMT, 1ST & 2ND",CHICAGO,IL,60605,3,21,3-21,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2476943,ISSUE,07/07/2016,11/10/2016,10/12/2016,N,01/09/2017,01/15/2019,01/09/2017,01/09/2017,AAI,,,,,
2506447-20170109,2506447,412496,1,"Farpoint Development, LLC",Farpoint Development,120 N RACINE AVE 2 200,CHICAGO,IL,60607,27,,27-,,1010,Limited Business License,602,Administrative Commercial Office,2506447,ISSUE,12/29/2016,12/29/2016,01/06/2017,N,01/09/2017,01/15/2019,01/06/2017,01/09/2017,AAI,,,41.883611589,-87.656843158,"(41.88361158918275, -87.65684315761544)"
2185324-20170116,2500106,375593,1,"SOPHIA BAWANI, INC.",7 ELEVEN #36033A,801 S STATE ST,CHICAGO,IL,60605,4,58,4-58,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2185324,RENEW,,11/15/2016,01/08/2017,N,01/16/2017,01/15/2019,01/08/2017,01/09/2017,AAI,,,41.871745465,-87.627377032,"(41.87174546458985, -87.62737703185378)"
1576514-20160916,2479690,287463,1,STEVEN EDSEY & SONS,STEVEN EDSEY & SONS,333 N MICHIGAN AVE  1001,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,1576514,RENEW,,07/15/2016,01/06/2017,N,09/16/2016,09/15/2018,01/06/2017,01/09/2017,AAI,,,41.887542941,-87.624407002,"(41.88754294139151, -87.62440700245574)"
1884307-20160916,2480648,325288,1,"ANALYSIS GROUP, INC.","ANALYSIS GROUP, INC.",180 N STETSON AVE 23RD 2300,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,897,Financial Services,1884307,RENEW,,07/15/2016,01/06/2017,N,09/16/2016,09/15/2018,01/06/2017,01/09/2017,AAI,,,41.885367821,-87.622447201,"(41.885367821459624, -87.62244720125689)"
2055720-20160916,2479867,300201,2,COLONNADE ADVISORS LLC,COLONNADE ADVISORS LLC,125 S WACKER DR 30TH 3020,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,2055720,RENEW,,07/15/2016,01/06/2017,N,09/16/2016,09/15/2018,01/06/2017,01/09/2017,AAI,,,41.880013427,-87.636572385,"(41.88001342713154, -87.63657238450709)"
2016725-20170216,2504190,350214,1,"COOL SUSHI, CORP.",HOT WOKS COOL SUSHI,300 W ADAMS ST 1 & MEZZ,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2016725,RENEW,,12/15/2016,01/08/2017,N,02/16/2017,02/15/2019,01/08/2017,01/09/2017,AAI,,,41.879477859,-87.635311026,"(41.87947785944255, -87.63531102568936)"
2476942-20170109,2476942,87212,4,"MAINSTAY MANAGEMENT, LLC",THE CHICAGO FIREHOUSE RESTAURANT,"1401 S MICHIGAN AVE BSMT, 1ST & 2ND",CHICAGO,IL,60605,3,21,3-21,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2476942,C_EXPA,07/07/2016,10/12/2016,10/12/2016,N,01/09/2017,10/15/2018,01/09/2017,01/09/2017,AAI,,,,,
2476940-20170109,2476940,87212,4,"MAINSTAY MANAGEMENT, LLC",THE CHICAGO FIREHOUSE RESTAURANT,"1401 S MICHIGAN AVE BSMT, 1ST & 2ND",CHICAGO,IL,60605,3,21,3-21,1,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2476940,C_EXPA,07/07/2016,10/12/2016,10/12/2016,N,01/09/2017,10/15/2018,01/09/2017,01/09/2017,AAI,,,,,
2162739-20170216,2502504,35241,1,SKYBIRD TRAVEL & TOURS INC,SKYBIRD TRAVEL INC,104 S MICHIGAN AVE  1125,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,850,Travel Services,2162739,RENEW,,12/15/2016,01/06/2017,N,02/16/2017,02/15/2019,01/06/2017,01/09/2017,AAI,,,41.88067914,-87.62449086,"(41.880679139638694, -87.62449086000186)"
1591825-20160516,2454325,86356,5,"TALKING POINT, INC",TALKING POINT INC.,110 N PEORIA ST  104,CHICAGO,IL,60607,27,1,27-1,12,1010,Limited Business License,,,1591825,RENEW,,03/15/2016,03/29/2016,N,05/16/2016,05/15/2018,03/29/2016,03/30/2016,AAI,,,41.883447719,-87.649892251,"(41.88344771904513, -87.64989225121415)"
2476941-20170109,2476941,87212,4,"MAINSTAY MANAGEMENT, LLC",THE CHICAGO FIREHOUSE RESTAURANT,"1401 S MICHIGAN AVE BSMT, 1ST & 2ND",CHICAGO,IL,60605,3,21,3-21,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2476941,C_EXPA,07/07/2016,10/12/2016,10/12/2016,N,01/09/2017,10/15/2018,01/09/2017,01/09/2017,AAI,,,,,
1888518-20160916,2480762,327233,1,SECURITIES TRAINING CORP.,SECURITIES TRAINING CORP.,200 W ADAMS ST 18TH FLOOR 1810,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1888518,RENEW,,07/15/2016,01/06/2017,N,09/16/2016,09/15/2018,01/06/2017,01/09/2017,AAI,,,41.879495472,-87.633829661,"(41.879495472483235, -87.63382966060512)"
2079684-20170216,2504424,359675,1,"JAMRAN INTERNATIONAL, INC.","JAMRAN INTERNATIONAL, INC.",845 W FULTON MARKET  2ND 213,CHICAGO,IL,60607,27,1,27-1,12,1010,Limited Business License,925,Miscellaneous Wholesale,2079684,RENEW,,12/15/2016,01/09/2017,N,02/16/2017,02/15/2019,01/09/2017,01/10/2017,AAI,,,,,
2079797-20170216,2504268,357987,1,"DIAGEO AMERICAS, INC.","DIAGEO AMERICAS, INC.",333 W WACKER DR  1050,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,2079797,RENEW,,12/15/2016,01/10/2017,N,02/16/2017,02/15/2019,01/10/2017,01/10/2017,AAI,,,41.886025413,-87.636297703,"(41.886025412541144, -87.63629770323044)"
2064453-20161216,2494929,357513,1,"EQUATIONS, INC.",HALSTED STREET DELI,222 N LA SALLE ST 1,CHICAGO,IL,60601,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2064453,RENEW,,10/15/2016,01/10/2017,N,12/16/2016,12/15/2018,01/10/2017,01/10/2017,AAI,,,41.886351604,-87.632613946,"(41.886351604488574, -87.63261394551859)"
1646295-20160916,2477420,1714,2,CONTINENTAL MATERIALS CORP,CONTINENTAL MATERIALS CORP,440 S LA SALLE ST  3100,CHICAGO,IL,60605,4,49,4-49,1,1010,Limited Business License,,,1646295,RENEW,,07/15/2016,01/09/2017,N,09/16/2016,09/15/2018,01/09/2017,01/10/2017,AAI,,,41.87588847,-87.631884721,"(41.87588847004054, -87.63188472119873)"
2073971-20170116,2499955,358881,1,"NEW VENTURES II, INC.",GATEWAY NEWS STAND,233 S WACKER DR  L1,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2073971,RENEW,,11/15/2016,01/09/2017,N,01/16/2017,01/15/2019,01/09/2017,01/10/2017,AAI,,,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)"
1887887-20160916,2480727,326822,1,ALLIANTGROUP LP,ALLIANTGROUP LP,311 S WACKER DR 22 2275,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1887887,RENEW,,07/15/2016,01/09/2017,N,09/16/2016,09/15/2018,01/09/2017,01/10/2017,AAI,,,41.877791648,-87.636524344,"(41.877791648104406, -87.63652434443534)"
2153441-20160516,2456528,372251,1,"MORGAN CLEANERS, INC.","MORGAN CLEANERS, INC.",949 W MADISON ST 1 102,CHICAGO,IL,60607,25,6,25-6,12,1010,Limited Business License,648,Dry Cleaning - Drop Off Location,2153441,RENEW,,03/15/2016,01/09/2017,N,05/16/2016,05/15/2018,01/09/2017,01/10/2017,AAI,,,41.881597987,-87.651621071,"(41.881597987414075, -87.65162107073891)"
2079958-20170216,2504441,359799,1,YOUNG K. KIM,WABASH CLEANERS,808 S WABASH AVE,CHICAGO,IL,60605,4,58,4-58,1,1010,Limited Business License,648,Dry Cleaning - Drop Off Location,2079958,RENEW,,12/15/2016,01/09/2017,N,02/16/2017,02/15/2019,01/09/2017,01/10/2017,AAI,,,41.87167991,-87.626080478,"(41.8716799101481, -87.6260804784317)"
2501085-20170110,2501085,411794,1,"MIDDLEFORK, LLC",MIDDLEFORK LLC-1828 N. CLEVELAND,1 N WACKER DR 41 4125,CHICAGO,IL,60606,42,9,42-9,1,4404,Regulated Business License,601,Acquisition and Improvement of Land/Residential Buildings,2501085,ISSUE,11/28/2016,01/10/2017,01/10/2017,N,01/10/2017,01/15/2019,01/10/2017,01/10/2017,AAI,,,41.881951876,-87.636620349,"(41.88195187648601, -87.63662034940238)"
1770001-20160916,2480206,311600,1,FORBES MEDIA LLC.,FORBES MEDIA LLC,205 N MICHIGAN AVE 39TH 3911-12,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,1770001,RENEW,,07/15/2016,01/09/2017,N,09/16/2016,09/15/2018,01/09/2017,01/10/2017,AAI,,,41.88590606,-87.624371837,"(41.885906059506326, -87.62437183736003)"
2192828-20170116,2499959,358881,5,"NEW VENTURES II, INC.",GATEWAY NEWSTAND,111 W WASHINGTON ST 1ST,CHICAGO,IL,60602,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2192828,RENEW,,11/15/2016,01/09/2017,N,01/16/2017,01/15/2019,01/09/2017,01/10/2017,AAI,,,41.883100962,-87.631263221,"(41.88310096249641, -87.63126322078455)"
2501796-20170110,2501796,85751,5,THE ART INSTITUTE OF CHICAGO,THE ART INSTITUTE OF CHICAGO,111 S MICHIGAN AVE 1ST - 3RD,CHICAGO,IL,60603,42,44,42-44,1,1032,Animal Care License,610,Animal Exhibition (30 Days or More),2501796,ISSUE,12/14/2016,01/06/2017,01/06/2017,N,01/10/2017,04/15/2018,01/06/2017,01/10/2017,AAI,,,41.880527822,-87.624209466,"(41.880527821930805, -87.62420946585881)"
2506808-20170110,2506808,54755,2,HODGIN SERVICES INC,HODGIN SERVICES INC,411 S WELLS ST 9 903,CHICAGO,IL,60607,25,49,25-49,1,1010,Limited Business License,602,Administrative Commercial Office,2506808,C_LOC,01/10/2017,01/10/2017,01/10/2017,N,01/10/2017,09/15/2018,01/10/2017,01/10/2017,AAI,,,41.876562098,-87.633539775,"(41.87656209838564, -87.6335397749874)"
53346-20160416,2448070,38681,1,J.M.ROSE-GRAIN&FEED MERCHANTS,J.M.ROSE-GRAIN&FEED MERCHANTS,175 W JACKSON BLVD  A-140,CHICAGO,IL,60604,42,49,42-49,1,1010,Limited Business License,,,53346,RENEW,,02/15/2016,02/25/2016,N,04/16/2016,04/15/2018,02/25/2016,02/26/2016,AAI,,,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)"
2362869-20161216,2495385,394176,1,"SACRED JADE, INC.",ZENWICH,206 W VAN BUREN ST 1ST,CHICAGO,IL,60607,42,49,42-49,1,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2362869,RENEW,,10/15/2016,12/11/2016,N,12/16/2016,12/15/2018,12/11/2016,01/11/2017,AAI,,,41.876952993,-87.633939717,"(41.87695299279846, -87.63393971688706)"
1771019-20160916,2478508,63955,12,"CHICAGO SPORTS & NOVELTY, INC",CHICAGO SPORTS NOVELTY,332 N MICHIGAN AVE GROUND LEVEL,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1771019,RENEW,,07/15/2016,08/25/2016,N,09/16/2016,09/15/2018,08/25/2016,01/11/2017,AAI,,,41.887539883,-87.624700765,"(41.88753988339116, -87.62470076497375)"
2506811-20170111,2506811,412709,1,"MIDLAND IRA, INC.","MIDLAND IRA, INC.",135 S LA SALLE ST 21ST 2150,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,602,Administrative Commercial Office,2506811,ISSUE,01/10/2017,01/10/2017,01/10/2017,N,01/11/2017,01/15/2019,01/10/2017,01/11/2017,AAI,,,41.880079905,-87.632164189,"(41.88007990497848, -87.63216418853726)"
2048867-20160916,2478710,89154,31,"NEW CINGULAR WIRELESS PCS, LLC",A T & T MOBILITY - PCS,205 W MONROE ST 1,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,2048867,RENEW,,07/15/2016,08/05/2016,N,09/16/2016,09/15/2018,08/05/2016,01/11/2017,AAI,,,41.880547898,-87.633980667,"(41.880547897806615, -87.63398066695044)"
2231696-20170216,2505180,376804,1,"CHICAGO JEWELRY STUDIO B, INC.","LOCAL CHARM, A CHICAGO JEWELRY STUDIO",108 N STATE ST 1ST,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,904,Retail Sales of General Merchandise,2231696,RENEW,,12/15/2016,01/10/2017,N,02/16/2017,02/15/2019,01/10/2017,01/11/2017,AAI,,1,41.883422637,-87.628021652,"(41.88342263701488, -87.62802165207536)"
2506765-20170111,2506765,412676,1,Canvas Worldwide LLC,Canvas Worldwide LLC,220 N GREEN ST  3057,CHICAGO,IL,60607,27,,27-,,1010,Limited Business License,703,Advertising and Marketing Office,2506765,ISSUE,01/09/2017,01/09/2017,01/10/2017,N,01/11/2017,01/15/2019,01/10/2017,01/11/2017,AAI,,,41.886340128,-87.648810856,"(41.88634012775048, -87.64881085624381)"
1878495-20160916,2480610,324584,1,"RIVER WEST CONSULTANTS, LTD.","RIVER WEST CONSULTANTS, LTD.",230 W MONROE ST 21 1405,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1878495,RENEW,,07/15/2016,01/10/2017,N,09/16/2016,09/15/2018,01/10/2017,01/11/2017,AAI,,,41.880757159,-87.634709298,"(41.88075715864721, -87.6347092983425)"
2363235-20170116,2496933,147,141,WALGREEN CO.,WALGREENS #16085,100 W RANDOLPH ST 1ST 101,CHICAGO,IL,60601,42,9,42-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2363235,RENEW,,11/15/2016,12/15/2016,N,01/16/2017,05/15/2018,12/15/2016,01/11/2017,AAI,,,41.884586267,-87.631010446,"(41.88458626715456, -87.63101044588599)"
2363833-20170116,2500339,394588,1,"CBA STORE 1, LLC",CBA,11 N WELLS ST 1ST,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2363833,RENEW,,11/15/2016,01/10/2017,N,01/16/2017,01/15/2019,01/10/2017,01/11/2017,AAI,,,41.882240508,-87.63369063,"(41.882240508067696, -87.63369062959468)"
2079630-20170216,2504416,359657,1,Decollage LLC,OnPoint Patterns,1219 W MADISON ST 1,CHICAGO,IL,60607,25,17,25-17,12,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2079630,RENEW,,12/15/2016,01/10/2017,N,02/16/2017,02/15/2019,01/10/2017,01/11/2017,AAI,,,41.881492415,-87.657907609,"(41.881492415015344, -87.65790760874965)"
2398938-20170116,2500189,377823,2,"AVANT, INC.",Avant Credit Corporation,225 W RANDOLPH ST 28 - 30,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,897,Financial Services,2398938,RENEW,,11/15/2016,01/10/2017,N,01/16/2017,01/15/2019,01/10/2017,01/11/2017,AAI,,,41.88435558,-87.63463655,"(41.88435557962178, -87.6346365498915)"
2355068-20170216,2501846,147,43,WALGREEN CO.,WALGREENS #2432,200 W ADAMS ST,CHICAGO,IL,60606,42,49,42-49,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2355068,RENEW,,12/15/2016,12/15/2016,N,02/16/2017,05/15/2018,12/15/2016,01/11/2017,AAI,,,41.879495472,-87.633829661,"(41.879495472483235, -87.63382966060512)"
1772362-20160916,2478706,89154,24,"NEW CINGULAR WIRELESS PCS, LLC",AT&T MOBILITY - PCS,1101 S CANAL ST,CHICAGO,IL,60607,25,28,25-28,1,1010,Limited Business License,,,1772362,RENEW,,07/15/2016,08/05/2016,N,09/16/2016,09/15/2018,08/05/2016,01/11/2017,AAI,,,41.868889711,-87.639098928,"(41.86888971111206, -87.63909892808796)"
1379924-20160516,2454846,265094,1,BIG MONSTER TOYS LLC,BIG MONSTER TOYS LLC,21 S RACINE AVE,CHICAGO,IL,60607,25,16,25-16,12,1010,Limited Business License,,,1379924,RENEW,,03/15/2016,03/29/2016,N,05/16/2016,05/15/2018,03/29/2016,03/30/2016,AAI,,,41.880926738,-87.656972135,"(41.88092673820859, -87.65697213460045)"
1678046-20170216,2502785,86298,12,"WHOLE FOODS MARKET GROUP, INC.",WHOLE FOODS MARKET,1101 S CANAL ST 1 107,CHICAGO,IL,60607,25,28,25-28,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1678046,RENEW,,12/15/2016,01/10/2017,N,02/16/2017,02/15/2019,01/10/2017,01/11/2017,AAI,,,41.868889711,-87.639098928,"(41.86888971111206, -87.63909892808796)"
1093073-20160916,2478702,89154,3,"NEW CINGULAR WIRELESS PCS, LLC",AT&T MOBILITY - PCS,168 N STATE ST,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1093073,RENEW,,07/15/2016,08/05/2016,N,09/16/2016,09/15/2018,08/05/2016,01/11/2017,AAI,,1,41.885090335,-87.628071848,"(41.885090335161266, -87.62807184780499)"
1893063-20160916,2480845,328669,1,"FASHION NAILS BY DESIGN II, INC.",FASHION NAILS & SPA,100 W RANDOLPH ST 1ST 117,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1893063,RENEW,,07/15/2016,01/10/2017,N,09/16/2016,09/15/2018,01/10/2017,01/11/2017,AAI,,,41.884586267,-87.631010446,"(41.88458626715456, -87.63101044588599)"
1678045-20170216,2502786,86298,12,"WHOLE FOODS MARKET GROUP, INC.",WHOLE FOODS MARKET,1101 S CANAL ST 1 107,CHICAGO,IL,60607,25,28,25-28,1,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,1678045,RENEW,,12/15/2016,01/10/2017,N,02/16/2017,02/15/2019,01/10/2017,01/11/2017,AAI,,,41.868889711,-87.639098928,"(41.86888971111206, -87.63909892808796)"
2184386-20160916,2478512,63955,20,"CHICAGO SPORTS & NOVELTY, INC",Chicago Sports & Novelty,174 N MICHIGAN AVE GROUND,CHICAGO,IL,60601,42,,42-,,1010,Limited Business License,,,2184386,RENEW,,07/15/2016,08/25/2016,N,09/16/2016,09/15/2018,08/25/2016,01/11/2017,AAI,,,41.885109501,-87.624629465,"(41.88510950107538, -87.6246294647287)"
1678043-20170216,2502787,86298,12,"WHOLE FOODS MARKET GROUP, INC.",WHOLE FOODS MARKET,1101 S CANAL ST 1 107,CHICAGO,IL,60607,25,28,25-28,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1678043,RENEW,,12/15/2016,01/10/2017,N,02/16/2017,02/15/2019,01/10/2017,01/11/2017,AAI,,,41.868889711,-87.639098928,"(41.86888971111206, -87.63909892808796)"
2442997-20170116,2500190,377823,3,"AVANT, INC.",AVANT,222 N LA SALLE ST 17TH 1700,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,897,Financial Services,2442997,RENEW,,11/15/2016,01/10/2017,N,01/16/2017,01/15/2019,01/10/2017,01/11/2017,AAI,,,41.886351604,-87.632613946,"(41.886351604488574, -87.63261394551859)"
2506846-20170112,2506846,412729,1,Clearesult Consulting Inc.,Clearesult,833 W JACKSON BLVD  500,CHICAGO,IL,60607,27,,27-,,1010,Limited Business License,619,Business and Management Consulting,2506846,ISSUE,01/10/2017,01/10/2017,01/11/2017,N,01/12/2017,01/15/2019,01/11/2017,01/12/2017,AAI,,,41.877819026,-87.648513205,"(41.87781902600844, -87.64851320505005)"
